device_timestamp_us,sequence,target_frame,written_frame,source_frames,gap_frames,trimmed_frames
14399113,1286,200882,200882,240,0,0
14409129,1288,201122,201122,240,0,0
14419106,1289,201362,201362,240,0,0
14429126,1291,201602,201602,240,0,0
14439226,1292,201842,201842,240,0,0
14449253,1294,202082,202082,240,0,0
14459175,1295,202322,202322,240,0,0
14469152,1297,202562,202562,240,0,0
14479163,1298,202802,202802,240,0,0
14489129,1300,203042,203042,240,0,0
14499104,1301,203282,203282,240,0,0
14509135,1303,203522,203522,240,0,0
14519117,1304,203762,203762,240,0,0
14529131,1306,204002,204002,240,0,0
14539109,1307,204242,204242,240,0,0
14549130,1309,204482,204482,240,0,0
14559186,1310,204722,204722,240,0,0
14569157,1312,204962,204962,240,0,0
14579117,1313,205202,205202,240,0,0
14589127,1315,205442,205442,240,0,0
14599103,1316,205682,205682,240,0,0
14609126,1318,205922,205922,240,0,0
14619112,1319,206162,206162,240,0,0
14629128,1321,206402,206402,240,0,0
14639118,1322,206642,206642,240,0,0
14649305,1324,206885,206885,240,3,0
14659225,1325,207125,207125,240,0,0
14669417,1327,207368,207368,240,3,0
14679119,1328,207601,207608,240,0,7
14689126,1330,207841,207841,240,0,0
14699115,1331,208081,208081,240,0,0
14709132,1333,208321,208321,240,0,0
14719131,1334,208561,208561,240,0,0
14729136,1336,208801,208801,240,0,0
14739144,1337,209041,209041,240,0,0
14749129,1339,209281,209281,240,0,0
14759224,1340,209521,209521,240,0,0
14769196,1342,209761,209761,240,0,0
14779092,1343,210001,210001,240,0,0
14789136,1345,210241,210241,240,0,0
14799102,1346,210481,210481,240,0,0
14809132,1348,210721,210721,240,0,0
14819095,1349,210961,210961,240,0,0
14829138,1351,211201,211201,240,0,0
14839102,1352,211441,211441,240,0,0
14849275,1354,211685,211685,240,4,0
14859247,1355,211925,211925,240,0,0
14869193,1357,212165,212165,240,0,0
14879097,1358,212400,212405,240,0,5
14889133,1360,212640,212640,240,0,0
14899111,1361,212880,212880,240,0,0
14909128,1363,213120,213120,240,0,0
14919099,1364,213360,213360,240,0,0
14929155,1366,213600,213600,240,0,0
14939116,1367,213840,213840,240,0,0
14949128,1369,214080,214080,240,0,0
14959099,1370,214320,214320,240,0,0
14969248,1372,214564,214564,240,4,0
14979107,1373,214801,214804,240,0,3
14989125,1375,215041,215041,240,0,0
14999105,1376,215281,215281,240,0,0
15009126,1378,215521,215521,240,0,0
15019134,1379,215761,215761,240,0,0
15029131,1381,216001,216001,240,0,0
15039114,1382,216241,216241,240,0,0
15049136,1384,216481,216481,240,0,0
15059116,1385,216721,216721,240,0,0
15069254,1387,216964,216964,240,3,0
15079110,1388,217201,217204,240,0,3
15089130,1390,217441,217441,240,0,0
15099119,1391,217681,217681,240,0,0
15109132,1393,217921,217921,240,0,0
15119114,1394,218161,218161,240,0,0
15129129,1396,218401,218401,240,0,0
15139128,1397,218641,218641,240,0,0
15149209,1399,218881,218881,240,0,0
15159116,1400,219121,219121,240,0,0
15169279,1402,219365,219365,240,4,0
15179191,1403,219605,219605,240,0,0
15189139,1405,219841,219845,240,0,4
15199109,1406,220081,220081,240,0,0
15209125,1408,220321,220321,240,0,0
15219109,1409,220561,220561,240,0,0
15229121,1411,220801,220801,240,0,0
15239115,1412,221041,221041,240,0,0
15249131,1414,221281,221281,240,0,0
15259111,1415,221521,221521,240,0,0
15269238,1417,221764,221764,240,3,0
15279171,1418,222004,222004,240,0,0
